id,x,y,z
1,0.0014068479537963868,-0.1762494354248047,0.7631743774414063
10,-1.2314088134765626,1.5003087158203126,0.023312564849853515
11,-1.212256103515625,-0.256145263671875,0.019902578353881838
12,2.303957763671875,-2.878846923828125,0.11012319946289063
13,1.6722059326171876,-1.10668798828125,0.009614754676818847
14,3.19714404296875,-1.2572149658203124,0.12192336273193359
15,3.13524951171875,-0.032317485809326175,0.1401708984375
16,-3.226840087890625,1.072639404296875,0.022434089660644533
17,0.8794696044921875,3.422695068359375,0.5833021240234375
18,1.75194482421875,-3.3889541015625,0.10413514709472657
19,3.45467138671875,0.38002691650390624,0.5760977172851562
2,-0.32216448974609374,-0.9989317626953125,0.752965576171875
20,-2.3398317871093752,-3.151955810546875,-0.003066826581954956
21,-3.19574072265625,2.0498452148437503,0.0298449764251709
22,-1.55283154296875,3.02182177734375,0.15342015075683593
23,0.9621897583007812,-4.18624951171875,0.5274724731445313
24,-4.31029248046875,1.0037582397460938,0.8088261108398438
25,-4.1401416015625,1.7040263671875,0.5713719482421875
26,-4.277330078125,1.061792724609375,1.761576416015625
27,-0.07542290496826172,-4.6007451171875005,-0.01239987850189209
28,-3.650762939453125,1.6988763427734375,0.1569288787841797
29,-2.2532880859375,3.28564892578125,0.03699891662597656
3,0.4583078308105469,-0.5790877075195313,0.7667191162109375
30,-3.6753007812500003,2.4264794921875,0.16564402770996095
31,-4.4517148437500005,0.7768529663085938,1.3084718017578125
32,1.810953125,-3.442459228515625,0.8775416259765625
33,3.4070861816406253,2.115173095703125,0.038300201416015624
34,-5.08975830078125,-0.27289944458007814,1.755578369140625
35,1.1585068359375,3.044777587890625,0.16104071044921875
36,-4.86266796875,-0.8557964477539063,0.017932567596435547
37,-1.1910186767578126,-4.821703125,-0.012564069747924804
38,-5.42758056640625,-1.2992681884765624,0.021395784378051758
39,-6.064578125,-1.2482095947265626,1.246736083984375
4,-0.22786421203613283,1.244278076171875,0.02246377944946289
40,-6.06430859375,-2.0984189453125,0.8906158447265625
41,-5.079005859375,-0.2621131896972656,1.004982177734375
42,-3.7977646484375,-4.41865234375,0.6491691284179688
43,-5.62625048828125,-3.244099365234375,0.011154546737670898
44,-3.99672998046875,-4.23280908203125,0.33918191528320313
45,-2.3515439453125,-6.0998486328125,0.733053955078125
46,-2.85857470703125,-6.059505859375,0.10670291900634765
47,-3.306547607421875,-6.10739990234375,1.2238310546875
48,-4.81980517578125,0.165612060546875,1.219692138671875
49,-1.7504698486328125,-6.1049921875,1.39225341796875
5,-3.2024912109375,-2.446284423828125,0.12504209899902344
50,-1.3403636474609375,-6.0596708984375,0.09687641906738281
51,-0.015600748062133789,-6.1030986328125,1.0593692626953126
52,-6.06750048828125,-3.66926416015625,0.9663297119140625
53,-5.2304277343750005,-4.28678662109375,0.4563290100097656
54,-2.098994384765625,-5.70837744140625,-0.013592348098754883
55,-3.370664794921875,-6.056732421875,0.1019455337524414
6,1.4876920166015626,0.9221356811523438,0.021794452667236328
7,0.7749093627929687,1.4641864013671875,0.026503263473510744
8,-3.7204538574218753,-2.5401972656250003,0.5556621704101563
9,-3.56474951171875,-1.4313273925781251,0.010960137367248535
